"0","1467863633","Mon Apr 06 22:33:34 PDT 2009","NO_QUERY","omgseriouslywtf","@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh."
"0","1467892419","Mon Apr 06 22:41:15 PDT 2009","NO_QUERY","dEnNy_333","Just watched tropic thunder. Dreading tomorrow "
"0","1467979291","Mon Apr 06 23:05:41 PDT 2009","NO_QUERY","MeghTW","watching Fallon with mom and working on a project...school is hard "
"0","1467992251","Mon Apr 06 23:09:27 PDT 2009","NO_QUERY","peaceandlove7","gross i have a pimple "
"0","1468093070","Mon Apr 06 23:40:31 PDT 2009","NO_QUERY","Lexi_83","Extremely jealous... "
"0","1468112836","Mon Apr 06 23:47:01 PDT 2009","NO_QUERY","followDARYLO","@Glavas lol.  U read my bio but spelt my name wrong           DARYLO ... Ahem ;)"
"0","1468160042","Tue Apr 07 00:02:35 PDT 2009","NO_QUERY","jooyoung_yeu","oh god one of the teachers here gave me a rotten gogoma to eat.. and i'm so hungry i'm trying to eat around the bad parts  HAHAHAHA"
"0","1468205246","Tue Apr 07 00:17:19 PDT 2009","NO_QUERY","badgirlbritt","In bed. Finally!  Long day tomorrow "
"0","1468212357","Tue Apr 07 00:19:41 PDT 2009","NO_QUERY","justtwig","has a cold from playing outside yesterday "
"0","1468285721","Tue Apr 07 00:45:04 PDT 2009","NO_QUERY","pghsteelerjenny","Ready for sleep but having trouble sleeping "
"0","1468336063","Tue Apr 07 01:02:54 PDT 2009","NO_QUERY","msflora","@alenakristina Oooooh I love it!! Sorry I can't help  if you can't find it, I probably wont be able to find it because, well, you know..."
"0","1468369075","Tue Apr 07 01:14:57 PDT 2009","NO_QUERY","Squishtof","is even more irritated to find that the patch doesn't even get released properly until tmrw.. whats the point of letting you do it now?! "
"0","1468407595","Tue Apr 07 01:28:58 PDT 2009","NO_QUERY","ArtsyTwinCat","I am having my coffee.  I see frost on the car windows   I suspected there would be some this am.  I hope I am not so tired today."
"0","1468433041","Tue Apr 07 01:38:16 PDT 2009","NO_QUERY","Megantraceyhunt","is awake at a sensible time and is doing alot of coursework bohoo "
"0","1468441009","Tue Apr 07 01:41:14 PDT 2009","NO_QUERY","samsworldofno","@phillColeman I had it as low as 3.5 last night "
"0","1468464252","Tue Apr 07 01:49:48 PDT 2009","NO_QUERY","triner","@teleken Unfortunately, I don't. sorry  Hopefully you do find someone who can, though!"
"0","1468489520","Tue Apr 07 01:59:27 PDT 2009","NO_QUERY","jasminemcatee","Finally wrapped.  My body has literally broken down this evening.  In bed, return of super fever "
"0","1468500666","Tue Apr 07 02:03:10 PDT 2009","NO_QUERY","lokisimah","whitout friends "
"0","1468515051","Tue Apr 07 02:08:27 PDT 2009","NO_QUERY","ankeshk","My search decks on tweetdeck are not working since yesterday  - anyone else have this problem?"
"0","1468520705","Tue Apr 07 02:10:28 PDT 2009","NO_QUERY","michaelvcarter","wants someone to come back "
"0","1468527813","Tue Apr 07 02:13:05 PDT 2009","NO_QUERY","LoveYouCuddles","just woke up, late, again! I was supposed to wake up at 6am cause there are lots of things to do... late homework mostly. "
"0","1468536884","Tue Apr 07 02:16:25 PDT 2009","NO_QUERY","cameradeath","@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho "
"0","1468541056","Tue Apr 07 02:18:02 PDT 2009","NO_QUERY","007simple","these days i don't feel like twittering,  don't know why..."
"0","1468541394","Tue Apr 07 02:18:10 PDT 2009","NO_QUERY","andreas_lermen","Frankfurt three times but I dont understand it "
"0","1468583796","Tue Apr 07 02:33:18 PDT 2009","NO_QUERY","miss_rini","is dreading tomorrow   I HATE hospitals, especially when it's your baby that is the patient."
"0","1468648867","Tue Apr 07 02:56:57 PDT 2009","NO_QUERY","littlequiz","very very busy - not getting a chance to Twitter as much as before "
"0","1468670992","Tue Apr 07 03:04:27 PDT 2009","NO_QUERY","deathburlesque","Cannot believe she is awake at 6AM on a tuesday. *yawn* And I had a bad dream. Bummer "
"0","1468711875","Tue Apr 07 03:18:42 PDT 2009","NO_QUERY","Hannah912","bored. sam cant come over "
"0","1468743735","Tue Apr 07 03:29:44 PDT 2009","NO_QUERY","shakeandbake32","Actually my phone was supposed to be on silent but it chose not to be  Dumb phone"
"0","1468769010","Tue Apr 07 03:38:09 PDT 2009","NO_QUERY","ViciousPotato","@zzap What do you mean someone will &quot;finally&quot; love you? I love you, and have for a long time. "
"0","1468791098","Tue Apr 07 03:45:16 PDT 2009","NO_QUERY","tynie626","Oh no,  more babysitting! I love how she springs this on me in the morning so I can't object to it "
"0","1468857804","Tue Apr 07 04:05:51 PDT 2009","NO_QUERY","thegreenpixie","@misswayward I can't see ur cakes bb  I will check later"
"0","1468962261","Tue Apr 07 04:36:27 PDT 2009","NO_QUERY","BohemianNerd","is killing trees... I mean downloading important educational research "
"0","1469011344","Tue Apr 07 04:49:53 PDT 2009","NO_QUERY","lukeii","@JamesHancox That was a great idea, I invited her to Queen Vic market with me on Friday.Then realised it was Good Friday and it's closed "
